simulation_num,trial_index,t,pair,choice,reward,process,EV_A_Dir,EV_B_Dir,EV_C_Dir,EV_D_Dir,EV_A_Gau,EV_B_Gau,EV_C_Gau,EV_D_Gau
1,77,3.140779814633308,"('A', 'B')",A,0.792600274477029,Dir,0.5971528511727041,0.06951797570651257,0.2977759217293279,0.03555325139145653,0.6512508465915524,0.34855789408259785,0.729721296715603,0.260531044619119
1,78,3.140779814633308,"('A', 'B')",A,0.6416218646713926,Dir,0.5971739670900333,0.06952381309830455,0.29777612154579947,0.03552609826586273,0.6499720473691344,0.3511805302037145,0.743024164902828,0.2520488271873469
1,79,3.140779814633308,"('A', 'B')",A,0.7321979370954502,Dir,0.597208109086402,0.0695133310225467,0.29776165843281266,0.03551690145823897,0.6509550719483913,0.3467043442717779,0.7352397238003343,0.25397886364244276
1,80,3.140779814633308,"('A', 'B')",A,0.6389874887718743,Dir,0.597138557565595,0.06951380593742064,0.2978099602942131,0.03553767620277081,0.6519599408011927,0.3471781151113571,0.7289988903678212,0.27568467078712994
1,81,3.140779814633308,"('C', 'D')",C,0.517018272539442,Gau,0.5971930846887942,0.06950550603291321,0.2977814479953004,0.03551996128299195,0.6538282506362311,0.3519037245962226,0.7479431945214157,0.2472378682824194
1,82,3.140779814633308,"('C', 'D')",C,0.783025294719964,Gau,0.5972085088490207,0.06947619741939969,0.2977906932657105,0.035524600465870054,0.6470354184674716,0.34780138955184986,0.7349486165271941,0.25067630501050653
1,83,3.140779814633308,"('C', 'D')",C,0.903464985565144,Gau,0.5971511859608183,0.06953264583671113,0.2977776002320723,0.03553856797039961,0.6526990716509119,0.35197167808166296,0.743887686027853,0.2659641293831421
1,84,3.140779814633308,"('A', 'B')",A,0.7178674557718259,Dir,0.5972147761703038,0.06952368084116836,0.29774625809040073,0.035515284898127865,0.6537309619645219,0.33975782538997923,0.7408962177781369,0.26274962872215435
1,85,3.140779814633308,"('A', 'B')",A,0.6199243120588905,Dir,0.5971955232967718,0.06952246231001961,0.29776709855170375,0.03551491584150518,0.6539184513236685,0.3513481180031841,0.7635406479056928,0.2572149893359819
1,86,3.140779814633308,"('C', 'D')",C,0.8454961447160765,Gau,0.5972034874270172,0.06951752114508772,0.2977598543544414,0.03551913707345438,0.6491711909434584,0.3473414106910045,0.7619789311508389,0.22387901186358625
1,87,3.140779814633308,"('C', 'D')",C,0.5680395054174423,Gau,0.5971178589343525,0.06950258540952,0.2978485345321589,0.03553102112396665,0.6519704719059156,0.3483611828240539,0.7324581673834579,0.23462985914847775
1,88,3.140779814633308,"('A', 'B')",A,0.4244981994833904,Dir,0.5971893759426862,0.06950960804917096,0.2977882705369788,0.03551274547116387,0.6503807864667178,0.34726413978502296,0.7444201286568003,0.25863991922404644
1,89,3.140779814633308,"('A', 'B')",A,0.6967509374041778,Dir,0.5971813544462727,0.06952194650125458,0.29775673768667626,0.03553996136579693,0.6510118384502875,0.35564406755410133,0.7301763349171092,0.24498963140408378
1,90,3.140779814633308,"('A', 'B')",A,0.5923627373378075,Dir,0.597160730022696,0.0695233092287893,0.2977977317395252,0.03551822900899006,0.6504445310099738,0.35434756993598465,0.7622434771426416,0.2691961784700156
1,91,3.140779814633308,"('A', 'B')",A,0.6300790458138815,Dir,0.5971605384641917,0.06950910448736317,0.29778464404371446,0.03554571300473014,0.6530602573138384,0.34460354476443605,0.7559023537786025,0.26162116743968694
1,92,3.140779814633308,"('A', 'B')",A,0.4942170270029531,Dir,0.5971922665068746,0.06950462201210475,0.2977756505222635,0.03552746095875714,0.6498633762659982,0.3501454026719542,0.744612670708731,0.2571057725420551
1,93,3.140779814633308,"('A', 'B')",A,0.5838358523682216,Dir,0.5971975625347137,0.06952087527552289,0.2977604245464008,0.0355211376433628,0.6499262592984101,0.34691470800265045,0.7394986907569034,0.25708904740748917
1,94,3.140779814633308,"('C', 'D')",C,1.3909156350735377,Gau,0.5971768508009796,0.06949604700275676,0.29779391046668935,0.035533191729574115,0.6519184314298491,0.34338475034762,0.7121166759118523,0.2823389214469334
1,95,3.140779814633308,"('C', 'D')",C,0.8588451223482447,Gau,0.5971671732430602,0.06951786276609485,0.29777495272716054,0.03554001126368465,0.6456877361872313,0.3426166736962537,0.7170485782673376,0.2563052950093761
1,96,3.140779814633308,"('A', 'B')",A,0.5931006065310584,Dir,0.5971960517296218,0.06950099499978984,0.2977837026124427,0.035519250658145575,0.6524385028415745,0.3483358957931025,0.7241625978580591,0.2521158593756626
1,97,3.140779814633308,"('C', 'D')",C,0.1347755327985356,Gau,0.5971635149583684,0.06951981818690092,0.2977895642685832,0.035527102586148204,0.645849153105879,0.34916952778872096,0.7718750705977564,0.2622260497418782
1,98,3.140779814633308,"('A', 'B')",A,0.49403100993933946,Dir,0.5971983274579516,0.06948440798345308,0.2977858001239836,0.035531464434611505,0.6533886724525438,0.3491927690514782,0.7352228666819731,0.24857287695286615
1,99,3.140779814633308,"('C', 'D')",C,0.8173345684219525,Gau,0.5971568908257291,0.06951033468421013,0.29780360523146154,0.03552916925859915,0.649030812888089,0.3431881289985284,0.7441939776603413,0.2651271941406206
1,100,3.140779814633308,"('A', 'B')",A,0.7233167745962027,Dir,0.5972060311612937,0.06950634820297955,0.29775558760021803,0.03553203303550872,0.6547785791876194,0.3596648244085088,0.7555746084607885,0.25426005567244486
1,101,3.140779814633308,"('A', 'B')",A,0.5081567083380756,Dir,0.5972234275563727,0.06949784621630128,0.2977554082191319,0.03552331800819408,0.653685250150849,0.3484647442043892,0.7263153111460368,0.2699830827567396
1,102,3.140779814633308,"('A', 'B')",A,0.5002573255846627,Dir,0.5972268175869797,0.06950113562893832,0.2977512532498279,0.03552079353425508,0.644482254022934,0.3483033189020073,0.755802955208956,0.26567562132616546
1,103,3.140779814633308,"('A', 'B')",A,0.6603434498450981,Dir,0.5971744105227019,0.06952940313131518,0.29776229851927416,0.03553388782670917,0.6507335819601051,0.3465394929128286,0.7437951700833563,0.25611591318430005
1,104,3.140779814633308,"('A', 'B')",A,0.795806347836086,Dir,0.5972376297948616,0.06948887363005656,0.2977288168183465,0.03554467975673659,0.652141688177052,0.3480363845638299,0.7611187405213624,0.25040141631068064
