simulation_num,trial_index,t,pair,choice,reward,process,EV_A_Dir,EV_B_Dir,EV_C_Dir,EV_D_Dir,EV_A_Gau,EV_B_Gau,EV_C_Gau,EV_D_Gau
1,1,0.7309770324032544,"('A', 'B')",A,0.5717352891627729,Dir,0.597504405640078,0.06932340822542549,0.2979008296536575,0.035271356480838505,0.6579153050978408,0.3467847349229765,0.7538079060523604,0.26620348489518114
1,2,0.7309770324032544,"('A', 'B')",A,0.43512589457724316,Dir,0.5974666471601299,0.06934111250883537,0.2979344899570458,0.0352577503739884,0.6561202729603369,0.35421150477488994,0.7713657415756676,0.2581954044033325
1,3,0.7309770324032544,"('A', 'B')",A,0.6100640810389256,Dir,0.5974029024301885,0.06939677295763079,0.29794313388303145,0.03525719072914973,0.6483066400393754,0.3536044930983805,0.7408061417154979,0.25405414044242686
1,4,0.7309770324032544,"('C', 'D')",D,0.1169294698766592,Gau,0.5974909044093697,0.06936543293104568,0.2978720380252911,0.035271624634292884,0.6479962019966286,0.35119853888210645,0.7458371861919516,0.23621866549354284
1,5,0.7309770324032544,"('A', 'B')",B,0.5164161412079868,Dir,0.597486097605231,0.06938779674863754,0.29784787014833497,0.03527823549779755,0.6501606915314776,0.35676851054121755,0.7368130084926063,0.2760841665849941
1,6,0.7309770324032544,"('A', 'B')",A,0.5325675565472074,Dir,0.5974990251070659,0.06935385485282629,0.29787938006198444,0.035267739978123575,0.6456238345180394,0.347653000924085,0.7329861850852859,0.24187982543954914
1,7,0.7309770324032544,"('A', 'B')",A,0.5284713340776073,Dir,0.5974625496961968,0.06932476881781066,0.2979447745555287,0.035267906930464145,0.6588217738546374,0.35375866478740325,0.7425263347479455,0.24603189432695946
1,8,0.7309770324032544,"('A', 'B')",B,0.2728813612985877,Dir,0.5974878996572143,0.06938055243658237,0.2978674254077937,0.0352641224984107,0.6469358903912071,0.34863935856824113,0.7549901675067864,0.29298492250893793
1,9,0.7309770324032544,"('A', 'B')",A,0.42215979454833863,Dir,0.5975005383299633,0.06936194398394424,0.2978522651839541,0.035285252502137494,0.653605371568327,0.35412314870689393,0.7840995963748164,0.2607604260361297
1,10,0.7309770324032544,"('A', 'B')",A,0.7681016340032492,Dir,0.5974736143847603,0.06934211582827225,0.29791928317952415,0.035264986607442865,0.6541841748310141,0.35342230399341573,0.7289270505489306,0.24658658494648159
1,11,0.7309770324032544,"('A', 'B')",B,0.3073117434053648,Dir,0.5975105812263823,0.06936347761279663,0.29786631765024457,0.03525962351057667,0.6528525925683368,0.353809075940297,0.7537115766241641,0.2542146351048248
1,12,0.7309770324032544,"('A', 'B')",A,0.8068742720134191,Dir,0.5974414647118605,0.06938055934317201,0.297927624391875,0.035250351553093,0.6516402217127887,0.3508799806649814,0.7322646382469618,0.269255893962274
