param_1,param_2,param_3,condition,model
0.6580311999999999,0.890756,-0.25432707,LV,actr
0.69904523,0.10171623,-0.97413862,LV,actr
0.8815143799999999,0.49591659,-1.54440187,LV,actr
0.8982498099999999,0.50962065,-0.78465849,LV,actr
0.63031145,0.45913327,-0.45709935,LV,actr
0.94435485,0.12045229,-0.33982014,LV,actr
0.7856598699999999,0.08393065,-1.19215793,LV,actr
0.95538011,0.30252702,-1.33298829,LV,actr
0.9488605299999999,0.47154822,-0.63784812,LV,actr
0.93347551,0.84449775,-0.46300547,LV,actr
0.69527512,0.0126959,-1.28373896,LV,actr
0.89231751,0.23612055,-1.74406467,LV,actr
0.8039405199999999,0.53474673,-1.08350174,LV,actr
0.8994658099999999,0.13476635,-0.64857721,LV,actr
0.97076299,0.95327544,-0.32411223,LV,actr
0.88384241,0.75361707,-1.84621992,LV,actr
0.96308058,0.53422656,-1.56982371,LV,actr
0.95624892,0.50450642,-1.89952691,LV,actr
0.97400802,0.78746184,-0.16901855,LV,actr
0.8691101299999999,0.28054549,-1.8876427,LV,actr
0.85714064,0.6154357,-1.42903613,LV,actr
0.88300191,0.46753154,-1.45034694,LV,actr
0.9392947199999999,0.65683207,-1.59735532,LV,actr
0.88940168,0.00204996,-0.95590549,LV,actr
0.9387348,0.1162787,-1.44124497,LV,actr
0.95573257,0.93065183,-1.7627728,LV,actr
0.891228,0.22074173,-1.14396242,LV,actr
0.90733615,0.66187279,-1.14216208,LV,actr
0.89851899,0.83219092,-1.27339835,LV,actr
0.94140454,0.86848368,-0.9920937,LV,actr
0.9456463399999999,0.6743488,-1.09592371,LV,actr
0.88548968,0.52455702,-0.01081538,LV,actr
0.84154018,0.50162177,-0.685217,LV,actr
0.86675834,0.25121038,-1.41385562,LV,actr
0.88474266,0.83673266,-0.94702625,LV,actr
0.8871918799999999,0.41732579,-1.21854872,LV,actr
0.6667651699999999,0.43975653,-0.59089149,LV,actr
0.9287611,0.48688201,-0.454812,LV,actr
0.9318987799999999,0.74135965,-0.35140619,LV,actr
0.7876239,0.17551796,-0.21880784,LV,actr
0.80472223,0.18959746,-1.0535224,LV,actr
0.85453824,0.02378616,-1.71987758,LV,actr
0.11614419999999992,0.63869657,-1.73021324,LV,actr
0.8673091399999999,0.60663107,-1.61596796,LV,actr
0.89759934,0.32438279,-0.792862,LV,actr
0.8242565199999999,0.73841541,-1.6705016,LV,actr
0.86597831,0.06748553,-1.64244266,LV,actr
0.92745329,0.15049145,-0.26222466,LV,actr
0.025129529999999956,0.08978728,-0.86340267,LV,actr
0.50628629,0.59185145,-0.04527121,LV,actr
0.8619722599999999,0.32080776,-0.40829117,LV,actr
0.95511236,0.72891971,-0.11162879,LV,actr
0.89819856,0.58297736,-1.9261181,LV,actr
0.90279467,0.61453322,-0.75648285,LV,actr
0.65279594,0.1517121,-0.60146845,LV,actr
0.8863580799999999,0.66235347,-1.35010749,LV,actr
0.89641189,0.21911382,-1.19380074,LV,actr
0.93781892,0.54001213,-1.41043357,LV,actr
0.88559049,0.44766336,-1.08210899,LV,actr
0.8370784099999999,0.51862413,-0.60789145,LV,actr
0.59515131,0.80014424,-1.64500993,LV,actr
0.91914447,0.45830933,-0.08827878,LV,actr
0.9490464,0.31859627,-1.94103961,LV,actr
0.9147274599999999,0.15919322,-1.1983188,LV,actr
0.85805416,0.73775708,-1.93120119,LV,actr
0.8738103399999999,0.222825,-1.9708694,LV,actr
0.78272197,0.34379135,-0.52093955,LV,actr
0.86583532,0.42565527,-1.96031489,LV,actr
0.02422320999999994,0.9868507,-1.73384582,LV,actr
0.92361354,0.30065816,-1.74524314,LV,actr
0.896906,0.46179696,-0.98372538,LV,actr
0.9102652,0.62280814,-0.17339013,LV,actr
0.91236944,0.17440081,-1.14390102,LV,actr
0.85070455,0.27254278,-1.56115188,LV,actr
0.93327814,0.50437118,-0.73936805,LV,actr
0.95794004,0.72836001,-0.46886667,MV,actr
0.7951193,0.03594503,-0.61430295,MV,actr
0.90814115,0.28214084,-0.59641723,MV,actr
0.37712426,0.95118509,-0.77884674,MV,actr
0.94998671,0.75748953,-1.72097704,MV,actr
0.87502938,0.27938376,-0.26090155,MV,actr
0.60446785,0.88977766,-0.49616177,MV,actr
0.8879644099999999,0.40923555,-0.54554843,MV,actr
0.81266518,0.58090468,-1.18711037,MV,actr
0.87669917,0.97606474,-0.45043626,MV,actr
0.25329665,0.10122078,-0.71383024,MV,actr
0.8720432,0.59251183,-0.2619802,MV,actr
0.6885419399999999,0.28321717,-1.78177034,MV,actr
0.63191124,0.76540888,-0.6490954,MV,actr
0.91389312,0.77564139,-1.88047268,MV,actr
0.89516014,0.23920865,-0.9997237,MV,actr
0.8065201,0.00978913,-0.02527375,MV,actr
0.92648128,0.74038822,-1.5454105,MV,actr
0.87174915,0.94757887,-0.57415074,MV,actr
0.010627179999999958,0.00821402,-1.81326552,MV,actr
0.88601346,0.53593804,-1.73446678,MV,actr
0.93451433,0.83558203,-0.51472454,MV,actr
0.78340166,0.41544123,-1.1026285,MV,actr
0.77791291,0.94481105,-1.25413378,MV,actr
0.94899163,0.64591818,-1.50050303,MV,actr
0.69868086,0.71010102,-1.86459315,MV,actr
0.95446457,0.5105771,-1.03793102,MV,actr
0.78803432,0.91289372,-0.74664639,MV,actr
0.86791973,0.02637064,-0.185762,MV,actr
0.71649846,0.38763389,-1.74684532,MV,actr
0.89472498,0.03301666,-1.86939883,MV,actr
0.74023977,0.93213176,-1.61061651,MV,actr
0.7835989,0.39137865,-1.13004837,MV,actr
0.7537003499999999,0.30191136,-1.99053123,MV,actr
0.84270351,0.93793998,-1.95010078,MV,actr
0.81303008,0.68014449,-0.38342379,MV,actr
0.7744179,0.8586335,-0.95858005,MV,actr
0.8860738499999999,0.64203069,-1.44342995,MV,actr
0.93020033,0.0659041,-0.96398958,MV,actr
0.82843413,0.32409322,-0.24461583,MV,actr
0.9185580099999999,0.52564102,-1.68420298,MV,actr
0.6531832399999999,0.06107482,-0.81226683,MV,actr
0.93859735,0.96250338,-0.40097918,MV,actr
0.8448179,0.2402193,-0.55985265,MV,actr
0.8575510399999999,0.48801399,-1.20691161,MV,actr
0.9211747,0.42963773,-0.9181961,MV,actr
0.90239954,0.83151839,-0.93463243,MV,actr
0.859625,0.50633455,-1.03506419,MV,actr
0.83075839,0.44871654,-0.7021783,MV,actr
0.84615696,0.75414411,-0.29690057,MV,actr
0.85068582,0.43212525,-0.87226537,MV,actr
0.7891583,0.01276107,-0.32559903,MV,actr
0.6134770599999999,0.85187989,-1.36519574,MV,actr
0.91710733,0.67594805,-1.40383283,MV,actr
0.63964656,0.32037607,-0.63441577,MV,actr
0.75681561,0.36912796,-0.45618533,MV,actr
0.89805726,0.41122413,-1.0206002,MV,actr
0.68368365,0.37659625,-1.84174053,MV,actr
0.6836201399999999,0.65651984,-0.06330778,MV,actr
0.85442557,0.2811369,-0.894146,MV,actr
0.8575647799999999,0.58952431,-0.28138758,MV,actr
0.77320598,0.2307567,-1.96369621,MV,actr
0.29262126,0.79227943,-0.52025925,MV,actr
0.93629852,0.63024765,-0.1917984,MV,actr
0.89019627,0.34145461,-0.7068457,MV,actr
0.88701401,0.28681488,-0.81023804,MV,actr
0.88499072,0.44744893,-0.06438724,MV,actr
0.86289176,0.05254205,-1.33723936,MV,actr
0.95571198,0.00631348,-1.34666969,MV,actr
0.043317680000000025,0.41159048,-0.58749464,MV,actr
0.9754476599999999,0.15382182,-0.18943561,MV,actr
0.82964341,0.31060155,-0.34149447,MV,actr
0.82699663,0.33338839,-0.08347268,MV,actr
0.8708708599999999,0.03207693,-1.42470523,MV,actr
0.8763231899999999,0.21664538,-0.44833851,MV,actr
0.8809829499999999,0.96211007,-1.23280004,MV,actr
0.7526998699999999,0.16319936,-1.85501948,MV,actr
0.95951183,0.37901862,-0.28204149,MV,actr
0.89156806,0.12330275,-1.19347824,MV,actr
0.033467860000000016,0.2262994,-1.33738699,MV,actr
0.07480854999999997,0.48038764,-0.80597378,MV,actr
0.9341843999999999,0.6680824,-1.791718,MV,actr
0.81598216,0.39867444,-1.89677247,MV,actr
0.89837116,0.54370908,-1.74176479,MV,actr
0.8683445999999999,0.21060722,-1.625674,MV,actr
0.9291503799999999,0.61393996,-1.9712136,MV,actr
0.7615642499999999,0.38000915,-0.47396131,MV,actr
0.7355839099999999,0.06700923,-1.38715446,MV,actr
0.94752532,0.2959281,-0.96245507,MV,actr
0.72277597,0.1482187,-0.01379069,MV,actr
0.89355714,0.75578556,-1.44559269,MV,actr
0.9073457699999999,0.20512164,-1.57965655,MV,actr
0.41193422,0.27423198,-1.74785295,MV,actr
0.79056086,0.10776488,-1.24913759,MV,actr
0.86123363,0.66228057,-1.40312804,MV,actr
0.84170424,0.37390009,-1.77065252,MV,actr
0.85934756,0.94782633,-1.41315778,MV,actr
0.89366209,0.85244242,-1.33136599,MV,actr
0.8750792599999999,0.36891302,-0.7964486,MV,actr
0.90834123,0.41464398,-0.79740404,MV,actr
0.587528,0.176006,,HV,decay
0.01293841,0.01934855,,HV,decay
0.09447317,0.0001,,HV,decay
0.91953465,0.53204334,,HV,decay
1.31348028,0.47328663,,HV,decay
0.99362164,0.2671994,,HV,decay
0.58921512,0.1699879,,HV,decay
0.05567398,0.02250612,,HV,decay
4.9999,0.99844353,,HV,decay
2.55907304,0.380219,,HV,decay
4.9999,0.99698844,,HV,decay
0.87681242,0.24987372,,HV,decay
0.90904487,0.24449859,,HV,decay
1.05909375,0.2621695,,HV,decay
0.36844,0.08846611,,HV,decay
0.49759642,0.20103195,,HV,decay
0.20901125,0.19603971,,HV,decay
0.05455245,0.0001,,HV,decay
0.3616038,0.10828382,,HV,decay
1.82134115,0.3320661,,HV,decay
0.39747755,0.08087363,,HV,decay
0.09218324,0.0001,,HV,decay
0.2538765,0.02591147,,HV,decay
4.9999,0.99888206,,HV,decay
2.3167501,0.85023359,,HV,decay
0.51365696,0.09928903,,HV,decay
0.0001,0.9999,,HV,decay
1.99605593,0.51371844,,HV,decay
0.43257548,0.1044614,,HV,decay
0.09250648,0.01614368,,HV,decay
0.11631875,0.02738535,,HV,decay
0.07474235,0.01698909,,HV,decay
2.2146733,0.70611589,,HV,decay
0.08708354,0.0164302,,HV,decay
0.91218101,0.19150185,,HV,decay
0.08714188,0.0001,,HV,decay
0.78183405,0.15665876,,HV,decay
0.37765757,0.05979657,,HV,decay
4.9999,0.99479188,,HV,decay
0.46483388,0.07653999,,HV,decay
0.29511463,0.0302014,,HV,decay
0.06529363,0.0001,,HV,decay
0.01550318,0.0001,,HV,decay
2.10783507,0.69935259,,HV,decay
0.12585927,0.10721935,,HV,decay
0.13228877,0.02467074,,HV,decay
0.8436596,0.23354561,,HV,decay
0.34727283,0.12967178,,HV,decay
1.69596698,0.20433747,,HV,decay
0.80346284,0.29204443,,HV,decay
1.39180173,0.23481009,,HV,decay
0.0001,0.9999,,HV,decay
0.1143011,0.06475353,,HV,decay
0.15303162,0.02721671,,HV,decay
0.24394495,0.04431386,,HV,decay
2.22999537,0.90364159,,HV,decay
2.92271272,0.71223393,,HV,decay
0.0001,0.9999,,HV,decay
1.8066938,0.39326159,,HV,decay
0.43361186,0.17049024,,HV,decay
0.15622896,0.04077195,,HV,decay
0.06393444,0.0001,,HV,decay
0.04783581,0.0001,,HV,decay
1.12314217,0.24145058,,HV,decay
0.32344588,0.02587893,,HV,decay
0.09070723,0.00964923,,HV,decay
0.137032563,0.0001,,HV,decay
0.39368175,0.08272121,,HV,decay
1.34956092,0.36775834,,HV,decay
0.80133959,0.15828831,,HV,decay
0.05208182,0.00744253,,HV,decay
0.6183956,0.10719136,,HV,decay
0.5293472,0.27036701,,HV,decay
0.454160441,0.0001,,HV,decay
0.21593557,0.067365,,HV,decay
1.96351723,0.37328976,,HV,decay
0.06645909,0.03356549,,HV,decay
0.09510842,0.00850789,,HV,decay
1.01576998,0.39864686,,HV,decay
4.9999,0.99934014,,HV,decay
0.01269661,0.02054389,,HV,decay
0.69520577,0.27694448,,HV,decay
2.17807276,0.80533449,,HV,decay
0.88321856,0.1676576,,HV,decay
0.0001,0.9999,,HV,decay
0.09066267,0.00126099,,HV,decay
0.54036219,0.36778824,,HV,decay
0.07493982,0.02602804,,HV,decay
1.1174523,0.38330451,,HV,decay
0.37644636,0.04527487,,HV,decay
0.53207626,0.39632747,,HV,decay
2.68710967,0.37154491,,HV,decay
0.07062803,0.00728852,,HV,decay
0.07652844,0.0001,,HV,decay
0.60190692,0.37785274,,HV,decay
1.3606651,0.58339491,,HV,decay
1.39143662,0.40995192,,HV,decay
0.04139993,0.00981702,,HV,decay
0.04905702,0.00013345,,HV,decay
0.09071786,0.0001,,HV,decay
0.54336945,0.09877493,,LV,decay
3.03437912,0.86878943,,LV,decay
0.14100919,0.02313627,,LV,decay
0.6214606,0.15963986,,LV,decay
1.14961316,0.20546474,,LV,decay
1.93903308,0.45078338,,LV,decay
0.74095815,0.12979124,,LV,decay
0.44983863,0.0532396,,LV,decay
0.3369862,0.03359184,,LV,decay
1.06295125,0.23498908,,LV,decay
1.26985144,0.19948037,,LV,decay
0.22134605,0.0396722,,LV,decay
1.8701291,0.4403438,,LV,decay
1.25852849,0.34074167,,LV,decay
0.95071914,0.23041624,,LV,decay
2.16788091,0.46636418,,LV,decay
0.75793672,0.14510418,,LV,decay
0.5517539,0.02779511,,LV,decay
0.22017924,0.07844806,,LV,decay
0.55612234,0.25429794,,LV,decay
0.20359671,0.02066288,,LV,decay
1.17619392,0.21604753,,LV,decay
0.11991323,0.03353536,,LV,decay
1.54292682,0.30287964,,LV,decay
0.43266761,0.0856937,,LV,decay
0.59249478,0.10176567,,LV,decay
1.18398313,0.13588983,,LV,decay
0.16848339,0.01862282,,LV,decay
4.72149772,0.12858381,,LV,decay
0.84033089,0.12009623,,LV,decay
0.1425264,0.01948094,,LV,decay
0.62259211,0.08551065,,LV,decay
1.73407221,0.36323803,,LV,decay
1.31910257,0.25445574,,LV,decay
0.89549582,0.15727283,,LV,decay
1.41671286,0.23105745,,LV,decay
0.62996022,0.05029642,,LV,decay
0.55035786,0.08049055,,LV,decay
0.60026512,0.11767899,,LV,decay
0.45437838,0.07150828,,LV,decay
1.31766802,0.22835751,,LV,decay
1.26479748,0.23605101,,LV,decay
1.53135015,0.22114935,,LV,decay
2.01124238,0.4358198,,LV,decay
2.3185085,0.54548644,,LV,decay
0.141070407,0.0001,,LV,decay
0.10351561,0.04003339,,LV,decay
0.91297461,0.15694856,,LV,decay
1.70353589,0.30686139,,LV,decay
0.65485107,0.10196458,,LV,decay
0.43317698,0.10609182,,LV,decay
0.17214742,0.02037316,,LV,decay
1.10801152,0.29170238,,LV,decay
0.55658193,0.13004663,,LV,decay
0.12497644,0.02667847,,LV,decay
1.23480039,0.28275902,,LV,decay
1.74002217,0.40492066,,LV,decay
1.3342252,0.33256151,,LV,decay
0.41726196,0.07688382,,LV,decay
1.26181582,0.27817579,,LV,decay
0.59110407,0.09523838,,LV,decay
0.45824135,0.06775607,,LV,decay
1.4126415,0.33610761,,LV,decay
3.38948179,0.91756094,,LV,decay
0.15682882,0.02239008,,LV,decay
1.50065092,0.2939081,,LV,decay
0.23922482,0.10745347,,LV,decay
0.4016239,0.12301987,,LV,decay
0.3916037,0.06243761,,LV,decay
0.72330494,0.11561513,,LV,decay
1.95189572,0.37064635,,LV,decay
1.16626292,0.22150763,,LV,decay
0.23860333,0.04395675,,LV,decay
0.26754838,0.10275513,,LV,decay
0.79725758,0.12480478,,LV,decay
0.36621742,0.02312784,,LV,decay
1.10399831,0.22668291,,LV,decay
0.26817903,0.04621335,,LV,decay
0.15195987,0.04805742,,LV,decay
1.13104308,0.1961015,,LV,decay
1.02765129,0.10806392,,LV,decay
1.29350633,0.24684923,,LV,decay
0.41452772,0.05477633,,LV,decay
0.6713444,0.12342372,,LV,decay
0.39061859,0.11285359,,LV,decay
0.87908847,0.14283912,,LV,decay
0.52754249,0.06739344,,LV,decay
1.66808449,0.36530719,,LV,decay
1.59232565,0.40437407,,LV,decay
0.37983487,0.07436382,,LV,decay
0.39427745,0.04881438,,LV,decay
0.77522563,0.05170205,,LV,decay
0.69732351,0.12217666,,LV,decay
0.72198524,0.07838119,,MV,decay
0.33413593,0.08232345,,MV,decay
0.59232625,0.10915981,,MV,decay
0.09069752,0.10324759,,MV,decay
0.66460961,0.18422732,,MV,decay
0.46464838,0.08816995,,MV,decay
2.9094389,0.92464692,,MV,decay
0.78769666,0.1613932,,MV,decay
0.08463773,0.0001,,MV,decay
0.1638804,0.03373844,,MV,decay
0.2931372,0.16948047,,MV,decay
1.22955272,0.22812766,,MV,decay
0.07782981,0.00540758,,MV,decay
0.42261665,0.14426351,,MV,decay
0.6120823,0.12060138,,MV,decay
0.60473244,0.1075371,,MV,decay
0.99380521,0.17784965,,MV,decay
1.71634321,0.44470969,,MV,decay
0.37611447,0.02827393,,MV,decay
4.9999,0.99947574,,MV,decay
0.17951189,0.01332715,,MV,decay
0.20541839,0.0346377,,MV,decay
0.20800088,0.03013196,,MV,decay
0.57406088,0.12025712,,MV,decay
4.9999,0.13364538,,MV,decay
0.84990281,0.20465661,,MV,decay
1.92534292,0.31090129,,MV,decay
0.90407971,0.22194916,,MV,decay
0.22005776,0.01845916,,MV,decay
0.08488887,0.0001,,MV,decay
1.08605539,0.18393074,,MV,decay
1.25006524,0.44194012,,MV,decay
0.105221751,0.0001,,MV,decay
1.29071604,0.28246368,,MV,decay
0.57203068,0.13913974,,MV,decay
2.00594612,0.46503118,,MV,decay
0.92957022,0.22276109,,MV,decay
0.56563439,0.1011132,,MV,decay
1.87049273,0.34668613,,MV,decay
0.09732063,0.0001,,MV,decay
1.02679772,0.18289475,,MV,decay
0.29272268,0.08169396,,MV,decay
0.36248247,0.02762575,,MV,decay
0.09861764,0.00543519,,MV,decay
4.9999,0.97894459,,MV,decay
0.33735179,0.05176435,,MV,decay
0.23183185,0.02979653,,MV,decay
0.98233798,0.18920761,,MV,decay
0.75883039,0.12692028,,MV,decay
0.152819302,0.0001,,MV,decay
0.1763641,0.03476774,,MV,decay
0.07369195,0.0001,,MV,decay
1.07998687,0.32007184,,MV,decay
0.83473796,0.17121182,,MV,decay
1.34205618,0.41446651,,MV,decay
0.97952712,0.26111206,,MV,decay
0.76034299,0.10629274,,MV,decay
0.20601111,0.12248348,,MV,decay
0.20204786,0.14208229,,MV,decay
0.43997184,0.03975999,,MV,decay
0.0895058,0.0001,,MV,decay
0.16353443,0.01901941,,MV,decay
0.30094046,0.05877447,,MV,decay
0.94229046,0.2000796,,MV,decay
1.92265825,0.49600569,,MV,decay
0.68160889,0.0936823,,MV,decay
1.26279867,0.25422865,,MV,decay
1.45940473,0.38737154,,MV,decay
1.99360704,0.3272233,,MV,decay
0.59774467,0.46509193,,MV,decay
4.9999,0.34574325,,MV,decay
1.64629082,0.37734511,,MV,decay
2.22851975,0.59666189,,MV,decay
1.72619654,0.37407198,,MV,decay
1.34957359,0.2717908,,MV,decay
1.08624498,0.2371458,,MV,decay
0.0708278,0.00815696,,MV,decay
0.61541641,0.04079438,,MV,decay
2.11889504,0.50378043,,MV,decay
0.0001,0.9999,,MV,decay
0.57702098,0.18627999,,MV,decay
1.26515429,0.25309889,,MV,decay
0.51751031,0.1348817,,MV,decay
2.4327766,0.65600192,,MV,decay
1.54914272,0.29994435,,MV,decay
0.91867813,0.16906513,,MV,decay
0.30362685,0.06837486,,MV,decay
0.06363544,0.0001,,MV,decay
1.10240604,0.18873413,,MV,decay
0.25773536,0.0716344,,MV,decay
0.45241244,0.09510033,,MV,decay
2.70331072,0.58144085,,MV,decay
0.12592269,0.05492494,,MV,decay
0.62409278,0.14506662,,MV,decay
0.19249986,0.03176865,,MV,decay
0.0893032,0.0001,,MV,decay
1.78274637,0.45471609,,MV,decay
0.78242895,0.18106976,,MV,decay
0.09037081,0.005725,,MV,decay
0.38249181,0.05717841,,MV,decay
0.92887325,0.9999,,HV,delta
0.0001,0.0001,,HV,delta
0.44688007,0.64530529,,HV,delta
0.56936308,0.9999,,HV,delta
0.80639245,0.48388067,,HV,delta
0.91655017,0.9999,,HV,delta
0.9714813,0.9999,,HV,delta
0.1095397,0.9999,,HV,delta
0.0001,0.0001,,HV,delta
2.36917564,0.05254811,,HV,delta
0.22041234,0.45816013,,HV,delta
1.34733118,0.26214594,,HV,delta
1.13620011,0.89982069,,HV,delta
1.40913405,0.31600328,,HV,delta
1.2458091,0.13374774,,HV,delta
0.57075334,0.8335775,,HV,delta
0.0001,0.0001,,HV,delta
0.87003383,0.9999,,HV,delta
0.62219963,0.9999,,HV,delta
2.76927835,0.05904502,,HV,delta
2.49248433,0.013613,,HV,delta
4.9999,0.000596144979,,HV,delta
4.9999,0.00169678762,,HV,delta
0.63192169,0.43067208,,HV,delta
1.53916551,0.049984,,HV,delta
1.3163999,0.73705856,,HV,delta
3.60538909,0.0001,,HV,delta
1.5258886,0.39747838,,HV,delta
1.05148106,0.36152781,,HV,delta
2.19171756,0.03197464,,HV,delta
1.89540734,0.0457625,,HV,delta
1.16717215,0.09635783,,HV,delta
1.33733733,0.73781863,,HV,delta
1.14370407,0.23873787,,HV,delta
1.31647087,0.70846899,,HV,delta
4.9999,0.000635908437,,HV,delta
1.54248685,0.24779967,,HV,delta
4.05579999,0.00257531163,,HV,delta
0.60546887,0.9999,,HV,delta
4.9999,0.000707041605,,HV,delta
1.24831995,0.90738378,,HV,delta
4.9999,0.000595155658,,HV,delta
0.01482782,0.9999,,HV,delta
2.42122043,0.01877458,,HV,delta
0.17834582,0.9999,,HV,delta
